time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),sunshine_duration (s),precipitation_hours (h)
2011-10-27,3,14.1,6.0,0.00,15.8,31.3,13854.63,0.0
2011-10-28,3,13.8,7.1,0.00,11.2,23.8,22718.68,0.0
2011-10-29,3,14.8,6.0,0.00,10.3,18.4,28578.22,0.0
2011-10-30,3,15.6,8.6,0.00,11.4,20.9,29414.04,0.0
2011-10-31,3,15.3,10.4,0.00,9.4,20.2,17441.26,0.0
2011-11-01,2,12.8,7.1,0.00,14.4,31.7,28274.19,0.0
2011-11-02,2,13.2,4.6,0.00,11.1,20.5,29260.60,0.0
2011-11-03,3,11.2,5.0,0.00,13.3,26.3,23447.20,0.0
2011-11-04,3,11.3,5.6,0.00,16.6,33.8,19430.27,0.0
2011-11-05,3,12.4,5.4,0.00,17.3,36.4,27675.25,0.0
2011-11-06,3,13.9,7.2,0.00,12.3,24.8,28352.04,0.0
2011-11-07,1,13.3,5.0,0.00,11.2,22.3,28220.89,0.0
2011-11-08,0,12.3,3.8,0.00,11.6,25.6,28000.32,0.0
2011-11-09,3,10.2,2.9,0.00,10.8,19.8,25616.95,0.0
2011-11-10,3,6.7,3.3,0.00,16.8,34.2,4677.40,0.0
2011-11-11,3,4.8,0.6,0.00,22.7,44.6,22795.57,0.0
2011-11-12,0,5.6,-0.8,0.00,14.5,27.4,27464.89,0.0
2011-11-13,2,6.0,-2.4,0.00,10.1,18.7,27237.38,0.0
2011-11-14,3,0.6,-1.9,0.00,10.2,16.2,0.00,0.0
2011-11-15,3,1.7,0.2,0.00,9.6,20.5,7.93,0.0
2011-11-16,3,4.6,-0.2,0.00,14.0,29.5,12917.72,0.0
2011-11-17,3,3.7,-2.7,0.00,9.8,22.7,25985.15,0.0
2011-11-18,3,3.7,-1.3,0.00,8.4,13.7,837.07,0.0
2011-11-19,3,7.7,3.2,0.00,8.1,14.8,20452.71,0.0
2011-11-20,3,7.5,2.3,0.00,8.2,14.0,21842.68,0.0
2011-11-21,2,5.8,-0.3,0.00,12.1,23.0,25344.54,0.0
2011-11-22,3,4.9,-1.1,0.00,14.5,32.8,24222.83,0.0
2011-11-23,3,2.5,-1.7,0.00,10.0,19.1,16060.29,0.0
2011-11-24,3,7.0,0.3,0.00,10.6,22.0,5680.43,0.0
2011-11-25,51,7.1,1.3,0.10,20.6,38.9,23763.02,1.0
2011-11-26,3,8.1,5.3,0.00,24.3,46.4,23288.93,0.0
2011-11-27,51,10.4,7.6,0.10,33.6,71.6,11972.83,1.0
2011-11-28,3,8.1,0.8,0.00,27.0,56.5,23693.82,0.0
2011-11-29,1,6.3,-0.9,0.00,18.3,33.5,23661.15,0.0
2011-11-30,3,8.8,0.6,0.00,17.9,35.6,22000.41,0.0
2011-12-01,53,8.7,-0.5,0.90,21.7,41.8,0.00,3.0
2011-12-02,55,11.4,3.6,3.40,25.6,49.0,2738.54,6.0
2011-12-03,61,6.8,1.9,5.20,29.6,57.2,13673.71,7.0
2011-12-04,51,7.5,5.3,0.60,24.5,53.3,936.08,4.0
2011-12-05,51,5.2,2.7,3.00,25.1,52.6,18844.95,9.0
2011-12-06,51,4.1,1.7,0.40,23.8,46.1,19627.93,3.0
2011-12-07,61,4.1,1.3,5.30,32.0,65.9,7273.25,10.0
2011-12-08,53,5.3,3.7,1.70,27.3,59.8,9857.00,8.0
2011-12-09,53,8.1,3.6,2.70,30.8,59.8,20243.27,8.0
2011-12-10,71,3.8,1.6,0.20,22.4,45.0,17571.57,1.0
2011-12-11,3,3.6,-0.6,0.00,19.7,37.1,20881.32,0.0
2011-12-12,51,6.6,-0.9,2.00,19.7,39.6,8940.66,6.0
2011-12-13,53,7.1,1.2,3.70,29.8,54.4,0.00,8.0
2011-12-14,55,8.5,4.2,6.90,25.1,66.6,1282.35,13.0
2011-12-15,51,5.5,2.7,0.40,20.1,50.0,12470.57,2.0
2011-12-16,75,7.1,1.3,18.10,33.5,63.7,0.00,14.0
2011-12-17,73,3.8,1.6,3.60,34.9,67.3,10800.00,6.0
2011-12-18,51,2.8,1.1,1.00,23.9,50.4,9375.34,7.0
2011-12-19,3,2.9,1.1,0.00,20.9,40.7,279.51,0.0
2011-12-20,3,1.9,-1.2,0.00,17.1,32.4,20185.17,0.0
2011-12-21,73,3.9,0.9,4.20,19.6,40.3,13721.53,14.0
2011-12-22,51,4.2,0.9,0.10,10.4,21.2,0.00,1.0
2011-12-23,51,7.8,4.2,0.50,14.1,26.3,0.00,4.0
2011-12-24,53,6.4,2.8,4.10,24.4,50.4,0.00,11.0
2011-12-25,51,7.1,2.7,1.30,22.7,42.5,0.00,5.0
2011-12-26,51,9.3,7.3,0.20,23.2,43.9,0.00,2.0
2011-12-27,3,9.5,7.3,0.00,20.1,38.9,0.00,0.0
2011-12-28,3,7.2,5.1,0.00,18.6,38.9,0.00,0.0
2011-12-29,53,6.2,3.4,1.20,29.5,58.3,14717.73,4.0
2011-12-30,55,3.8,1.6,5.60,24.0,58.0,5428.51,13.0
2011-12-31,3,3.5,0.8,0.00,18.7,37.4,1646.28,0.0
2012-01-01,53,10.5,2.5,2.80,19.4,40.0,0.00,7.0
2012-01-02,53,11.7,5.3,7.20,26.0,50.4,0.00,15.0
2012-01-03,53,10.2,2.7,1.20,36.4,72.7,17891.71,4.0
2012-01-04,51,7.7,4.2,0.90,30.8,63.4,22036.26,3.0
2012-01-05,71,6.7,2.6,13.60,35.5,79.2,10245.23,20.0
2012-01-06,53,3.4,0.0,0.70,31.0,59.4,12989.42,2.0
2012-01-07,73,5.9,1.6,6.00,23.2,44.6,0.00,15.0
2012-01-08,51,5.0,4.0,2.60,20.7,42.5,1542.33,12.0
2012-01-09,53,6.7,2.5,5.10,23.1,41.8,815.23,15.0
2012-01-10,53,6.7,3.5,1.40,26.7,54.7,17086.96,2.0
2012-01-11,3,8.2,4.7,0.00,20.5,41.4,0.00,0.0
2012-01-12,61,9.0,3.5,3.30,36.8,79.6,208.02,4.0
2012-01-13,51,3.7,2.1,0.10,29.0,64.1,23569.81,1.0
2012-01-14,2,3.5,-0.1,0.00,25.5,48.2,23616.32,0.0
2012-01-15,3,1.0,-3.0,0.00,13.2,28.8,19634.75,0.0
2012-01-16,71,2.7,-3.1,1.40,15.5,29.5,0.00,7.0
2012-01-17,51,3.4,1.5,1.60,16.8,32.0,0.00,12.0
2012-01-18,75,4.2,-2.3,3.70,20.9,41.0,24425.97,3.0
2012-01-19,71,4.4,2.4,7.70,32.9,64.4,0.00,12.0
2012-01-20,73,2.7,0.5,4.90,23.4,48.6,2591.16,10.0
2012-01-21,73,4.8,0.4,7.20,27.0,51.1,0.00,14.0
2012-01-22,53,5.2,2.1,7.10,32.7,75.6,12679.10,20.0
2012-01-23,73,2.6,-0.7,1.50,17.3,36.4,16094.16,7.0
2012-01-24,3,1.8,-1.9,0.00,6.0,14.0,14739.17,0.0
2012-01-25,3,-0.5,-3.0,0.00,7.3,10.8,5411.19,0.0
2012-01-26,3,-1.5,-4.3,0.00,16.7,31.3,1424.22,0.0
2012-01-27,73,-0.4,-4.2,0.30,17.7,33.8,23011.40,1.0
2012-01-28,71,-3.4,-5.8,0.90,11.3,24.1,0.00,7.0
2012-01-29,3,-2.2,-5.5,0.00,20.1,37.4,25332.09,0.0
2012-01-30,3,-2.9,-8.0,0.00,23.0,43.9,27083.37,0.0
2012-01-31,3,-4.4,-9.4,0.00,22.0,46.4,27215.03,0.0
2012-02-01,2,-5.4,-11.0,0.00,18.2,38.9,27489.55,0.0
2012-02-02,3,-6.6,-13.4,0.00,14.8,27.7,27717.52,0.0
2012-02-03,71,-5.1,-10.7,0.00,10.7,21.2,7065.61,0.0
2012-02-04,3,-5.5,-13.1,0.00,10.9,19.8,26239.33,0.0
2012-02-05,3,-8.2,-15.1,0.00,10.4,20.5,22193.86,0.0
2012-02-06,0,-10.9,-18.1,0.00,11.0,23.0,29069.03,0.0
2012-02-07,71,-7.0,-15.5,0.20,15.8,36.7,15835.05,1.0
2012-02-08,3,-3.8,-9.9,0.00,13.9,27.0,28823.16,0.0
2012-02-09,73,-0.9,-8.6,1.70,24.0,47.5,19446.91,8.0
2012-02-10,3,-6.0,-11.9,0.00,12.1,24.5,29417.01,0.0
2012-02-11,3,-6.1,-13.4,0.00,8.7,19.8,30302.58,0.0
2012-02-12,71,-3.0,-14.6,0.00,14.6,29.5,28487.59,0.0
2012-02-13,71,-0.3,-3.7,0.10,11.5,22.7,2941.58,1.0
2012-02-14,73,1.6,-4.0,1.20,22.6,41.4,18251.83,7.0
2012-02-15,73,3.1,-0.3,4.30,37.2,69.5,31153.62,9.0
2012-02-16,73,2.8,-3.7,2.60,17.4,36.7,28214.61,5.0
2012-02-17,55,5.5,2.5,4.50,22.7,46.8,8248.59,6.0
2012-02-18,3,6.3,1.9,0.00,21.2,38.2,52.04,0.0
2012-02-19,53,5.3,-0.3,0.90,23.8,54.4,28863.24,2.0
2012-02-20,3,4.4,-1.9,0.00,22.4,41.8,32046.38,0.0
2012-02-21,73,3.9,-0.5,3.80,22.3,47.5,790.19,9.0
2012-02-22,51,9.0,3.7,0.10,23.4,44.3,26122.28,1.0
2012-02-23,55,9.1,4.2,3.20,28.4,53.6,14353.12,9.0
2012-02-24,55,10.1,5.8,2.70,27.4,59.8,0.00,7.0
2012-02-25,51,7.8,3.1,0.20,34.2,64.8,26396.38,2.0
2012-02-26,51,5.2,-3.2,0.50,22.2,41.0,32408.86,4.0
2012-02-27,71,4.7,-4.2,2.90,14.3,30.2,20661.80,8.0
2012-02-28,55,8.9,4.4,3.50,25.3,46.1,0.00,11.0
2012-02-29,3,9.9,7.7,0.00,20.9,41.0,0.00,0.0
2012-03-01,3,9.8,6.6,0.00,16.1,36.4,0.00,0.0
2012-03-02,3,7.7,0.4,0.00,15.9,33.5,0.00,0.0
2012-03-03,3,7.7,-3.2,0.00,14.8,31.7,34156.69,0.0
2012-03-04,3,6.6,-0.0,0.00,18.5,38.2,29228.89,0.0
2012-03-05,3,6.7,-1.4,0.00,19.6,40.0,35313.33,0.0
2012-03-06,3,3.6,-3.0,0.00,15.0,31.3,35785.91,0.0
2012-03-07,3,6.3,-3.3,0.00,14.8,32.0,35283.84,0.0
2012-03-08,51,5.5,0.0,3.50,17.3,40.7,4172.97,13.0
2012-03-09,3,9.1,-2.3,0.00,16.1,33.1,35571.38,0.0
2012-03-10,53,8.9,4.2,1.60,20.4,39.2,0.00,4.0
2012-03-11,51,9.4,5.8,0.10,22.8,47.5,22023.80,1.0
2012-03-12,3,9.9,5.8,0.00,20.2,42.5,0.00,0.0
2012-03-13,3,8.4,5.8,0.00,19.5,39.6,96.85,0.0
2012-03-14,3,8.4,4.5,0.00,24.0,45.4,6176.60,0.0
2012-03-15,3,10.4,1.3,0.00,9.5,24.5,16834.59,0.0
2012-03-16,1,17.2,-0.6,0.00,9.9,23.4,38451.11,0.0
2012-03-17,3,17.9,2.3,0.00,12.4,27.4,38623.22,0.0
2012-03-18,61,16.7,5.6,2.20,21.6,48.2,35607.22,2.0
2012-03-19,3,10.0,3.6,0.00,22.8,46.1,38928.13,0.0
2012-03-20,3,12.3,1.8,0.00,19.5,46.1,39231.76,0.0
2012-03-21,3,13.5,7.0,0.00,15.3,32.0,9075.76,0.0
2012-03-22,2,14.8,5.0,0.00,8.2,21.2,39246.62,0.0
2012-03-23,0,16.3,3.0,0.00,8.4,20.9,40313.93,0.0
2012-03-24,2,17.2,3.4,0.00,11.6,23.0,40080.32,0.0
2012-03-25,3,14.7,3.7,0.00,14.0,28.8,33038.62,0.0
2012-03-26,3,13.5,0.9,0.00,11.2,22.0,41447.37,0.0
2012-03-27,3,16.3,3.1,0.00,16.3,34.9,40883.64,0.0
2012-03-28,3,17.1,5.5,0.00,27.9,54.0,41089.90,0.0
2012-03-29,51,8.8,6.2,1.60,31.4,59.8,3600.62,9.0
2012-03-30,51,9.3,5.6,0.60,27.2,55.1,5974.97,3.0
2012-03-31,53,7.0,1.3,4.10,34.1,75.2,39180.23,12.0
2012-04-01,51,8.3,-0.2,0.60,28.2,55.1,40674.00,6.0
2012-04-02,53,7.4,3.2,1.10,27.4,54.0,13040.94,4.0
2012-04-03,51,12.6,3.5,0.40,16.2,29.2,19304.47,1.0
2012-04-04,55,5.3,3.8,4.10,17.9,34.6,1066.59,9.0
2012-04-05,3,8.4,1.4,0.00,12.9,29.2,31464.64,0.0
2012-04-06,3,8.5,0.2,0.00,14.0,23.4,29224.31,0.0
2012-04-07,71,6.8,-0.2,5.90,22.2,53.3,39292.09,17.0
2012-04-08,3,5.8,-1.8,0.00,17.1,36.7,39098.69,0.0
2012-04-09,3,11.5,-2.0,0.00,22.3,49.0,30014.40,0.0
2012-04-10,3,15.7,5.3,0.00,21.2,42.5,22600.50,0.0
2012-04-11,51,14.0,4.9,1.10,16.4,33.1,20668.12,6.0
2012-04-12,51,10.8,4.4,0.60,9.0,15.5,1230.56,5.0
2012-04-13,53,11.9,2.4,4.60,14.8,37.8,41453.90,12.0
2012-04-14,3,12.1,0.6,0.00,11.8,25.9,39831.93,0.0
2012-04-15,3,12.9,3.9,0.00,20.4,42.5,33246.56,0.0
2012-04-16,3,9.7,2.9,0.00,22.7,47.9,41607.73,0.0
2012-04-17,3,9.7,0.1,0.00,16.8,32.4,39408.82,0.0
2012-04-18,3,12.8,3.6,0.00,18.4,40.7,42521.65,0.0
2012-04-19,51,16.3,3.7,0.10,12.2,29.5,40890.11,1.0
2012-04-20,63,16.7,3.9,2.60,14.3,25.9,37255.70,2.0
2012-04-21,3,15.9,4.4,0.00,17.4,38.5,44595.80,0.0
2012-04-22,53,13.4,4.8,2.30,14.1,44.3,42552.12,8.0
2012-04-23,51,13.9,3.3,0.10,16.3,42.8,47980.10,1.0
2012-04-24,55,16.5,5.3,5.10,14.8,41.0,33107.84,9.0
2012-04-25,55,14.3,7.3,2.30,23.7,45.4,43450.96,5.0
2012-04-26,3,20.2,9.6,0.00,21.4,38.9,37276.38,0.0
2012-04-27,3,21.6,9.4,0.00,10.0,25.2,48521.29,0.0
2012-04-28,3,27.2,10.9,0.00,15.3,35.3,48995.09,0.0
2012-04-29,3,25.9,13.1,0.00,14.2,29.5,38405.64,0.0
2012-04-30,3,22.2,10.5,0.00,18.8,39.6,46743.30,0.0
2012-05-01,63,26.0,9.6,5.30,14.5,33.5,48028.53,3.0
2012-05-02,1,24.9,13.5,0.00,19.0,39.2,49852.19,0.0
2012-05-03,63,21.7,13.2,11.00,11.3,27.0,42757.73,14.0
2012-05-04,51,19.4,12.0,0.20,17.3,40.7,45045.20,2.0
2012-05-05,53,13.3,6.4,6.10,14.9,34.6,25601.59,9.0
2012-05-06,55,11.1,5.3,4.90,14.5,27.4,8211.85,7.0
2012-05-07,3,13.1,5.8,0.00,10.7,25.2,19966.78,0.0
2012-05-08,3,18.8,9.2,0.00,16.8,35.6,47763.57,0.0
2012-05-09,51,21.1,11.4,1.00,24.7,54.0,49009.40,3.0
2012-05-10,3,24.6,12.5,0.00,17.6,41.8,46019.48,0.0
2012-05-11,61,27.8,14.3,8.20,21.7,60.8,41148.10,9.0
2012-05-12,55,13.6,7.7,1.40,25.0,55.8,44427.39,3.0
2012-05-13,51,12.5,6.2,0.50,19.6,37.4,39799.98,3.0
2012-05-14,3,15.4,3.4,0.00,17.3,33.8,48924.29,0.0
2012-05-15,53,16.8,8.0,0.80,20.6,41.4,45385.18,2.0
2012-05-16,51,13.7,6.9,0.50,22.2,49.3,49409.28,4.0
2012-05-17,51,12.9,4.7,0.30,24.2,47.2,50760.71,2.0
2012-05-18,51,16.0,4.2,0.10,18.0,42.1,38204.18,1.0
2012-05-19,51,23.1,7.6,0.10,12.3,26.6,50987.02,1.0
2012-05-20,3,25.5,10.7,0.00,15.0,38.2,51451.25,0.0
2012-05-21,3,27.5,15.5,0.00,20.6,43.2,46485.82,0.0
2012-05-22,55,28.2,16.0,2.60,15.1,37.4,45392.24,4.0
2012-05-23,3,27.7,17.5,0.00,19.7,40.3,51511.05,0.0
2012-05-24,1,23.0,12.9,0.00,22.1,47.9,52323.12,0.0
2012-05-25,3,21.8,10.1,0.00,16.7,36.0,51763.57,0.0
2012-05-26,3,22.3,11.0,0.00,12.8,31.0,46016.85,0.0
2012-05-27,3,22.7,12.0,0.00,11.5,25.2,51484.62,0.0
2012-05-28,3,22.2,12.1,0.00,11.4,26.6,34258.27,0.0
2012-05-29,3,21.6,12.0,0.00,23.5,50.0,51596.83,0.0
2012-05-30,3,16.3,9.8,0.00,22.1,46.8,32624.56,0.0
2012-05-31,63,18.0,10.0,14.40,14.0,30.2,4764.13,7.0
2012-06-01,61,14.7,9.6,3.20,29.2,56.9,38760.80,4.0
2012-06-02,51,14.5,7.7,0.20,26.1,52.6,49087.19,2.0
2012-06-03,55,15.0,8.3,5.40,9.3,25.2,25789.70,10.0
2012-06-04,53,15.5,8.9,2.20,11.5,28.4,7172.05,3.0
2012-06-05,61,14.6,8.9,12.50,21.1,45.4,29364.47,8.0
2012-06-06,53,17.2,7.3,1.30,14.9,32.0,21455.01,3.0
2012-06-07,51,20.0,9.2,0.10,9.7,32.0,21403.10,1.0
2012-06-08,53,23.6,14.4,3.40,20.5,41.8,35594.71,6.0
2012-06-09,51,20.6,11.9,0.10,22.0,46.4,51402.59,1.0
2012-06-10,3,19.8,9.9,0.00,12.6,32.0,43153.46,0.0
2012-06-11,3,21.0,11.3,0.00,10.8,21.6,55009.40,0.0
2012-06-12,61,21.1,12.2,5.50,8.1,23.8,49734.37,16.0
2012-06-13,51,19.9,12.7,0.40,17.6,38.9,27571.82,2.0
2012-06-14,51,16.8,11.2,1.10,12.5,27.0,25306.94,4.0
2012-06-15,3,23.0,9.5,0.00,16.4,34.9,37773.02,0.0
2012-06-16,61,24.3,14.0,5.90,16.4,53.3,33922.23,10.0
2012-06-17,51,22.8,13.5,0.30,18.5,42.8,54663.85,1.0
2012-06-18,63,30.2,11.7,6.00,23.1,52.6,43109.55,3.0
2012-06-19,53,22.9,12.0,0.90,12.4,27.4,38563.83,1.0
2012-06-20,61,18.1,14.8,19.00,19.3,38.9,92.87,23.0
2012-06-21,55,16.7,14.5,3.10,15.9,31.7,0.00,6.0
2012-06-22,3,22.6,13.7,0.00,17.9,38.9,40645.05,0.0
2012-06-23,3,22.0,11.8,0.00,18.0,43.2,53901.60,0.0
2012-06-24,61,24.7,11.6,4.40,26.2,50.0,39827.89,6.0
2012-06-25,61,18.6,12.5,5.30,27.2,69.5,45198.37,8.0
2012-06-26,51,17.7,12.5,0.20,29.3,56.9,12891.44,2.0
2012-06-27,55,17.9,10.7,3.30,19.5,42.8,24327.27,8.0
2012-06-28,51,22.8,14.4,1.70,12.0,31.0,44815.57,9.0
2012-06-29,3,30.5,15.9,0.00,15.0,35.6,48037.25,0.0
2012-06-30,61,27.4,18.9,7.10,14.2,31.7,50693.85,8.0
2012-07-01,63,25.1,17.8,27.70,16.5,35.6,28274.09,14.0
2012-07-02,61,22.8,14.7,6.50,14.0,29.5,44386.08,9.0
2012-07-03,55,22.7,15.8,3.00,13.8,29.9,13325.25,6.0
2012-07-04,3,23.2,16.1,0.00,10.7,22.0,38596.10,0.0
2012-07-05,63,26.2,15.8,16.90,16.9,31.0,38076.40,12.0
2012-07-06,51,27.7,19.3,0.40,11.5,27.0,35739.84,3.0
2012-07-07,63,23.8,15.8,21.00,9.1,25.2,19706.62,18.0
2012-07-08,53,26.9,15.9,1.00,13.0,32.8,44096.74,2.0
2012-07-09,51,22.7,16.6,0.20,21.1,42.8,53299.33,1.0
2012-07-10,3,22.6,15.9,0.00,14.3,42.8,52136.97,0.0
2012-07-11,53,21.8,14.8,1.50,16.8,39.2,47063.12,5.0
2012-07-12,61,19.2,13.7,3.50,20.8,46.4,47921.77,8.0
2012-07-13,53,16.8,11.5,3.60,17.6,43.2,812.28,10.0
2012-07-14,61,19.6,14.2,11.70,22.5,56.5,23879.04,13.0
2012-07-15,61,19.0,12.7,4.30,15.2,38.5,44018.51,6.0
2012-07-16,55,18.7,11.6,2.60,24.1,47.9,50368.83,5.0
2012-07-17,61,19.6,12.8,6.90,20.4,47.5,33038.87,11.0
2012-07-18,53,20.6,14.3,5.40,17.1,44.6,21728.16,14.0
2012-07-19,63,19.8,14.4,4.20,25.5,72.4,34826.42,7.0
2012-07-20,3,18.4,11.6,0.00,24.9,48.2,37762.96,0.0
2012-07-21,3,17.5,9.5,0.00,17.1,34.2,46721.54,0.0
2012-07-22,3,19.4,10.7,0.00,13.3,30.6,52406.45,0.0
2012-07-23,3,23.2,9.6,0.00,8.5,22.7,51478.25,0.0
2012-07-24,3,26.2,12.3,0.00,15.6,33.8,52186.45,0.0
2012-07-25,0,29.5,15.4,0.00,11.2,22.3,51867.27,0.0
2012-07-26,51,28.8,17.9,0.10,11.5,20.5,51425.84,1.0
2012-07-27,1,29.1,16.6,0.00,10.3,19.4,51272.57,0.0
2012-07-28,61,28.0,18.9,6.30,17.2,38.5,41981.96,6.0
2012-07-29,63,20.4,15.8,9.60,14.8,30.6,12308.56,13.0
2012-07-30,53,21.3,13.2,1.00,20.4,43.6,50566.86,2.0
2012-07-31,51,21.6,11.9,0.10,12.2,29.2,47507.12,1.0
2012-08-01,3,25.1,13.3,0.00,13.9,22.0,47286.48,0.0
2012-08-02,61,29.5,17.1,1.70,15.0,37.4,43398.54,1.0
2012-08-03,55,22.9,16.5,4.40,9.1,20.9,20930.64,10.0
2012-08-04,3,25.3,14.9,0.00,11.0,25.2,49293.71,0.0
2012-08-05,55,24.2,16.5,3.40,9.5,27.4,31138.00,6.0
2012-08-06,53,24.0,17.1,1.00,24.8,50.8,39933.92,2.0
2012-08-07,3,21.5,16.0,0.00,23.7,49.3,47572.88,0.0
2012-08-08,3,20.8,14.7,0.00,19.0,41.8,48953.72,0.0
2012-08-09,3,19.9,13.4,0.00,17.5,38.5,47805.25,0.0
2012-08-10,51,19.3,12.6,0.60,16.4,34.9,41510.70,3.0
2012-08-11,51,19.8,13.1,0.10,11.9,27.4,48467.99,1.0
2012-08-12,3,20.2,11.2,0.00,13.7,28.8,47717.20,0.0
2012-08-13,2,20.6,11.4,0.00,10.6,27.0,45382.36,0.0
2012-08-14,1,21.9,10.7,0.00,12.2,23.8,48810.65,0.0
2012-08-15,3,22.8,10.7,0.00,10.2,23.8,48683.22,0.0
2012-08-16,53,22.6,13.6,2.00,13.3,22.0,23506.36,7.0
2012-08-17,3,23.4,14.1,0.00,8.9,20.9,46679.40,0.0
2012-08-18,3,27.0,13.3,0.00,11.0,19.1,45117.91,0.0
2012-08-19,0,33.1,16.2,0.00,11.2,25.9,47589.80,0.0
2012-08-20,3,33.5,18.4,0.00,16.9,35.3,46043.30,0.0
2012-08-21,55,26.2,18.8,1.90,12.3,27.4,41238.89,4.0
2012-08-22,53,24.5,17.1,0.90,22.8,56.9,46388.25,1.0
2012-08-23,2,23.5,14.1,0.00,16.7,37.4,46247.53,0.0
2012-08-24,55,19.1,12.9,4.20,11.9,31.3,5743.15,7.0
2012-08-25,61,24.9,14.9,7.90,14.6,38.2,30635.49,6.0
2012-08-26,55,21.8,15.4,1.80,26.4,54.0,39891.27,4.0
2012-08-27,3,19.8,11.5,0.00,21.9,42.5,44501.93,0.0
2012-08-28,51,23.9,10.6,0.40,12.8,32.4,33968.02,2.0
2012-08-29,3,24.6,14.9,0.00,12.7,27.0,43889.67,0.0
2012-08-30,53,23.9,17.2,4.00,13.8,30.2,24881.29,10.0
2012-08-31,53,18.6,14.3,2.50,12.3,26.3,0.00,9.0
2012-09-01,2,19.5,11.7,0.00,11.9,25.9,43205.11,0.0
2012-09-02,3,20.1,12.0,0.00,6.6,16.9,39231.11,0.0
2012-09-03,3,22.5,12.0,0.00,12.1,23.0,29632.72,0.0
2012-09-04,3,22.3,12.3,0.00,9.6,23.8,39041.77,0.0
2012-09-05,51,18.6,12.5,0.40,13.4,29.5,13231.94,3.0
2012-09-06,3,18.3,11.7,0.00,21.9,42.8,35606.75,0.0
2012-09-07,51,19.0,12.8,0.90,21.5,43.6,14590.41,5.0
2012-09-08,51,20.7,14.2,0.70,19.7,40.3,23570.65,3.0
2012-09-09,3,23.4,12.6,0.00,14.8,27.0,40119.24,0.0
2012-09-10,3,28.8,15.4,0.00,13.4,24.5,42203.09,0.0
2012-09-11,63,27.2,13.6,7.90,15.3,37.8,42278.31,7.0
2012-09-12,61,16.4,11.8,4.00,14.9,29.5,18035.62,3.0
2012-09-13,3,16.7,8.4,0.00,11.4,28.4,37983.82,0.0
2012-09-14,53,19.3,9.0,1.30,25.4,51.8,31660.46,4.0
2012-09-15,51,17.5,11.2,0.10,23.8,46.8,26943.02,1.0
2012-09-16,3,21.2,12.2,0.00,14.3,34.9,38738.48,0.0
2012-09-17,3,22.2,12.5,0.00,13.4,30.2,34218.31,0.0
2012-09-18,51,22.4,14.8,0.30,15.5,33.5,38566.47,1.0
2012-09-19,55,15.4,8.6,3.50,18.6,41.4,39185.07,5.0
2012-09-20,3,14.2,7.1,0.00,16.8,35.3,23555.28,0.0
2012-09-21,3,17.8,6.6,0.00,15.3,33.1,29239.44,0.0
2012-09-22,53,15.3,9.2,1.40,31.7,61.2,37994.58,4.0
2012-09-23,3,15.1,6.4,0.00,14.4,31.7,38248.54,0.0
2012-09-24,55,18.5,10.0,4.30,20.6,43.9,23170.72,9.0
2012-09-25,3,21.9,10.3,0.00,18.4,41.4,27073.55,0.0
2012-09-26,51,23.1,11.2,0.20,13.8,30.6,36759.06,1.0
2012-09-27,63,17.4,12.6,12.90,19.2,43.6,25410.55,11.0
2012-09-28,2,16.7,10.6,0.00,19.5,38.5,33240.41,0.0
2012-09-29,51,18.2,9.1,0.20,17.1,41.8,36427.34,2.0
2012-09-30,2,16.1,7.6,0.00,17.0,35.3,36570.33,0.0
2012-10-01,3,17.9,5.6,0.00,8.6,16.9,36405.45,0.0
2012-10-02,3,18.4,6.0,0.00,10.3,23.0,36299.03,0.0
2012-10-03,3,19.9,9.4,0.00,18.1,37.8,36000.00,0.0
2012-10-04,63,16.8,9.4,12.80,31.2,63.7,7011.74,12.0
2012-10-05,61,16.5,8.3,6.90,32.1,72.7,10604.00,7.0
2012-10-06,63,17.4,8.0,10.00,27.1,63.4,0.00,11.0
2012-10-07,51,12.6,5.9,0.20,22.5,47.2,27557.54,2.0
2012-10-08,51,12.7,5.4,0.10,24.3,46.1,33043.81,1.0
2012-10-09,1,12.3,4.6,0.00,26.6,55.1,34810.33,0.0
2012-10-10,51,9.3,5.0,1.80,15.2,32.8,10226.75,8.0
2012-10-11,51,11.7,4.0,0.60,12.0,20.5,32889.56,4.0
2012-10-12,53,12.4,3.3,4.00,18.8,37.8,25124.37,8.0
2012-10-13,3,13.7,6.8,0.00,19.2,36.0,31979.16,0.0
2012-10-14,53,12.8,8.2,1.90,20.7,42.1,31741.65,7.0
2012-10-15,51,13.4,6.0,0.50,20.3,40.0,4738.59,2.0
2012-10-16,3,12.9,3.6,0.00,14.9,32.8,33091.53,0.0
2012-10-17,3,14.6,4.7,0.00,17.8,36.7,31756.55,0.0
2012-10-18,3,18.7,9.7,0.00,15.7,33.5,32801.48,0.0
2012-10-19,1,19.7,8.9,0.00,13.0,24.8,32905.96,0.0
2012-10-20,3,19.9,6.6,0.00,8.7,14.4,32245.15,0.0
2012-10-21,3,16.1,9.8,0.00,11.6,22.0,14462.65,0.0
2012-10-22,3,13.9,12.0,0.00,12.3,26.6,0.00,0.0
2012-10-23,51,13.4,11.2,0.10,9.8,20.2,215.61,1.0
2012-10-24,51,12.4,10.0,0.20,6.6,12.2,1795.99,2.0
